Customer_ID,Date,Category,Merchant_Name,Amount,Gender,Birthdate,City
3f1fce2614a3ede,2025-03-24,Restauración,Rodilla,8.5,F,2004-10-04,Castellón
9b97a4550339a0a,2025-07-16,Metro Madrid,Transporte,22.34,NB,1963-04-30,Ourense
bb8d7ee2f8eefe0,2025-11-13,Transporte,Ryanair,32.27,M,1954-06-20,Cádiz
18521d0c05f8519,2025-06-21,Ocio,Museo,32.33,F,1986-07-22,Ciudad
31bed84664bfa52,2025-11-29,,sanitas,58.91,F,1967-09-09,Barcelona
05b9551cf83108a,2025-03-26,Restauración,Bar Manolo,88.41,M,1958-11-22,Murcia
e810bfaaef9089c,2025-01-17,Ocio,Steam,81.04,M,1978-12-09,Salamanca
0398e68aa71c1e6,2025-02-24,Restauración,Telepizza,56.62,NB,2006-11-14,Guadalajara
dc0144ade9570cf,2025-07-07,Alimentación,Frutería de Barrio,18.93,F,1958-10-23,Melilla
66d24680cda00ca,2025-06-25,,Farmacia,61.48,NB,1982-06-21,Segovia
f29b5e208a4d73e,2025-10-14,Hogar,Amazon,31.54,M,1972-10-22,Burgos
9b3d3156f2d50db,2025-09-20,Ocio,Museo,88.82,NB,1983-11-29,Teruel
00f23381fdde45f,2025-08-20,,Leroy Merlin,55.94,F,1962-04-19,Vizcaya
e2c3559ebff478d,2025-06-05,Moda,Primark,74.73,F,1970-11-22,Santa Cruz de Tenerife
2620d5c763bc48b,2025-03-14,Gasolineras,Gasolinera LowCost,63.13,NB,1959-11-22,Málaga
9ab7af5929c4139,2025-09-04,Gasolineras,BP,22.8,F,1977-11-28,Pontevedra
753829dba598c38,2025-03-26,Restauración,Telepizza,11.19,M,2000-01-26,Jaén
549d7529a938785,2025-01-06,Transporte,Taxi,5.66,F,1985-12-22,Castellón
5a4c9dbf75f96c6,2024-12-17,Transporte,Cabify,31.69,M,1973-05-31,Madrid
cf0e2d91d0bb62e,2025-02-10,Gasolineras,Plenoil,44.16,NB,1987-07-01,Salamanca
0f331131a0158b9,2025-01-03,,Farmacia,63.75,NB,1988-06-02,Lugo
30285e2a205e972,2025-05-08,Hogar, MediaMarkt ,38.98,NB,1990-07-30,Teruel
54c1d8f50100547,2025-04-19,Mango,moda,30.38,M,1990-10-29,Ávila
5b1e754b8e954ff,2025-02-10,Gasolineras,Plenoil,22.47,NB,1955-06-27,Valencia
c43534d90ca3d54,2025-12-09,Alimentación,Mercadona,107.99,M,1982-06-22,Vizcaya
1bd16343985cfe0,2025-03-19,Hogar,Amazon,16.0,NB,1977-12-01,La Coruña
f93c7fcf0b130e7,2025-10-19,Moda,Stradivarius,23.28,M,1961-01-30,Ávila
0ebb82b55f618d4,2025-09-07,,100 Montaditos,22.23,M,1965-02-27,Girona
01bd3b3e9c43b93,2025-05-21,Salud,Sanitas,7.93,NB,2001-07-13,Segovia
cd525470137cbd2,2025-01-07,Salud,ADESLAS,85.87,NB,1973-09-03,Castellón
bb87bbfb98fb278,2025-08-23,Restauración,Telepizza,79.25,NB,1965-09-27,La Rioja
9157ffb10d51364,2025-02-02,Moda,Mango,7.27,M,1967-08-29,Valencia
283911ad9972c4e,2025-12-05,Hogar,PcComponentes,44.45,NB,1990-10-01,Cantabria
b65c691b036bc79,2025-09-27,Restauración,McDonalds,77.06,NB,1991-09-22,Asturias
68f6d7cc7d64d2a,2025-04-08,Transporte,taxi,61.19,M,1965-02-10,Baleares
c65b51ead53b2ba,2025-08-07,Ocio,STEAM,28.4,M,1968-09-18,Teruel
34e04998b6bd90d,2025-08-10,Restauración,Starbucks,24.73,F,1971-04-22,Cádiz
82764d3d7582d3e,2025-05-03,Hogar,IKEA,286.33,F,1974-04-12,Murcia
4c7c09843a9fae2,2025-11-16,Alimentación,Eroski,158.33,F,2003-06-28,Sevilla
d219682376617bd,2025-07-23,Alimentación,Carrefour,92.46,NB,1994-03-31,Zaragoza
3d5cafe44891af2,2025-01-29,Alimentación,Supermercado Local,126.25,NB,1996-12-27,Badajoz
2d82a875f9ab42c,2025-04-10,Hogar,MediaMarkt,65.18,F,1975-11-17,Lugo
914543f89f1b1c0,2025-06-18,Salud,Adeslas,63.99,M,1961-02-09,Pontevedra
e617eba4e15a55a,2025-11-06,Gasolineras,BP,85.47,M,2001-05-16,Guipúzcoa
a752bda4cb112d9,2025-06-20,Alimentación,lidl,137.76,NB,1965-10-16,Madrid
2a896eb76f0e059,2025-11-18,Hogar,Leroy Merlin,17.61,NB,1978-04-26,Lleida
c30239cb1a223c5,2025-02-07,Salud,adeslas,62.12,M,1973-02-08,Pontevedra
5abc7de4aaefd76,2025-04-20,PcComponentes,Hogar,78.55,M,1962-12-10,Lugo
ddf05071234d269,2025-10-05,,Taxi,65.4,F,1974-08-16,Valladolid
6aeb29a7bab42fe,2025-01-28,Hogar,PcComponentes,13.74,NB,1951-12-29,Teruel
bd5e640eb723f72,2025-03-27,Cepsa,Gasolineras,20.32,M,2000-12-18,Sevilla
f4d9d5f42e59d14,2025-06-10,Transporte,Uber,64.46,F,1967-10-01,Valladolid
0b458a53ad72ddb,2025-01-28,Restauración,Vips,23.84,NB,2006-03-14,La Rioja
b02c874bae13acd,2025-05-19,Alimentación,Dia,69.8,NB,1997-05-17,La Rioja
5d47cf57931e288,2025-11-28,Hogar,Leroy Merlin,54.93,NB,1976-01-26,Santa Cruz de Tenerife
6bb526ea8f3aa42,2025-07-22,Hogar,PcComponentes,89.83,NB,1969-02-14,Cantabria
dc6965550e58a83,2025-10-06,Alimentación,Hipercor,38.77,M,1976-03-01,Valladolid
e8738c81fcaeec6,2025-01-23,Gasolineras,REPSOL,48.38,M,1989-10-31,Sevilla
fa920b206ec6524,2025-01-04,Hogar,PcComponentes,6.2,M,1971-07-04,Toledo
9fbc16ed57f1008,2025-03-14,Restauración,Telepizza,38.89,M,1968-10-20,Burgos
32edf99c48152f2,2025-08-22,Ocio,PlayStation,37.2,M,2001-10-18,Castellón
a1031a3fa3c971e,2025-01-23,Hogar,MEDIAMARKT,36.16,NB,1978-09-28,Lleida
c46f17e118c31a5,2024-12-18,Ocio,Cinesa,76.15,NB,1976-06-09,Palencia
8f0197017a1e3bd,2025-02-17,Salud,MiFarma,72.44,M,1952-12-28,Salamanca
f88f774b58ab1a7,2025-02-01,Hogar,IKEA,651.95,NB,1957-05-24,Girona
d1948cae493b83c,2025-08-21,Restauración,Telepizza,60.65,F,1993-09-18,Toledo
9a4ad26e3ab1245,2025-02-20,Restauración,Kebab,58.85,NB,1991-02-20,Álava
37396ea975eb398,2025-04-24,Moda,El Corte Inglés,9.95,NB,1961-08-21,Barcelona
6e138d1da571e71,2025-05-21,Moda,Modas Paqui,80.36,F,1972-05-23,Barcelona
83b67574bf64a44,2025-04-01,Moda,Zara,87.52,M,1978-10-30,Salamanca
59dac4c4c0c6ba4,2024-12-17,Gasolineras,Ballenoil,27.79,M,1975-05-13,Málaga
c3f7a1ef797f6d3,2025-03-18,Gasolineras,BP,,M,1956-06-05,Valencia
8163809600142ba,2025-10-12,Alimentación,dia,48.12,F,2002-11-26,Valladolid
21bbb5dc1aa3ef1,2025-12-08,Salud,MiFarma,12.83,F,1983-04-01,Cáceres
16e5e46efedd76c,2025-03-05,Alimentación,Aldi,57.6,NB,2007-02-12,Alicante
32fa49d1f4c9de5,2025-02-27,Hogar,Amazon,56.3,M,1953-07-15,Baleares
5b64bbfeec6299f,2025-04-07,,Plenoil,72.7,F,2002-11-10,Zamora
f20c6a47a9629db,2025-01-23,Hogar,Amazon,45.93,NB,1988-06-01,Guipúzcoa
7dcaab4a4686653,2024-12-25,Alimentación,Supermercado Local,55.38,M,1989-04-25,Ourense
f721c081d8ab6bd,2025-02-22,Hogar,IKEA,141.07,F,1975-04-11,Ceuta
2f4b5609dc5b805,2025-07-19,Gasolineras,Cepsa,75.49,NB,1987-05-31,Cádiz
e3743ac0506a91e,2025-03-28,Transporte,Uber,11.09,NB,1960-08-10,Asturias
4a6cf426aeee404,2025-07-30,Alimentación,Carrefour,87.08,NB,1953-07-19,Guipúzcoa
78ffbeaf14a5e0a,2025-09-17,Salud,Farmacia,8.15,NB,1993-08-18,Las Palmas
f001784184381dc,2025-11-23,Restauración,Telepizza,5.34,NB,1969-09-24,Salamanca
b1dbcea22acd708,2025-01-25,Ocio,Teatro,70.38,M,1991-01-02,Baleares
1fc979e71823d9c,2025-12-02,Salud,Sanitas,12.57,F,2000-02-01,Vizcaya
81458fac51d032c,2025-11-07,,Taxi,87.96,M,2002-04-30,Almería
5eba2d60062984e,2025-08-21,Restauración,Bar Manolo,14.6,F,1978-05-07,Segovia
9d57c21d10e8c83,2025-08-26,Ocio,Museo,54.04,F,1976-12-01,Zaragoza
ef50c197d537a4b,2025-09-12,Alimentación,Supermercado Local,44.69,F,1973-06-29,Teruel
968b4dcc84e2914,2025-01-31,Alimentación,Aldi,128.14,M,1954-10-11,Navarra
d97714c8b9d493e,2025-10-06,Hogar,Amazon,63.81,NB,1955-06-08,Cantabria
0650841734c8957,2025-11-17,Restauración,McDonalds,43.92,M,1956-06-06,La Coruña
059307b0b40df68,2024-12-17,Transporte,TAXI,38.59,NB,1981-10-27,Baleares
c523c77e8ac8e55,2025-08-20,,Cepsa,84.94,M,1992-02-17,Ceuta
36d260782fa2860,2025-06-23,Transporte,Bicimad,68.39,NB,1987-11-02,La Rioja
5a102893f91f654,2025-06-29,Transporte,Iberia,64.37,M,1971-11-29,Almería
950662ba57b0642,2025-10-04,Moda,Primark,83.23,F,1974-01-18,Granada
21080ef4493a083,2025-04-07,Moda,primark,14.15,NB,1995-02-01,Pontevedra
a7a9e3834b07200,2025-07-04,Hogar,IKEA,,F,1970-02-04,Asturias
20b3e0eb8f6425f,16/07/2025,,Renfe,322.77,M,1959-06-15,Ciudad
7c48a4b6df44d0d,2025-08-05,Restauración, Starbucks ,57.93,F,1986-08-30,Granada
af91f5482375417,2025-04-12,Transporte,Uber,29.79,M,1961-05-15,Málaga
7a779c4f672ca0d,2025-01-28,Transporte,Bicimad,,F,1958-04-15,Lleida
a8b6d60e09561ee,2024-12-27,, Alsa ,30.21,M,1989-08-29,Teruel
c5759b7787f08ff,11/08/2025,Hogar,Leroy Merlin,34.97,F,1992-02-21,La Coruña
ab055c2f80423af,2025-04-28,Restauración,Starbucks,71.7,M,1994-02-26,Guipúzcoa
3c6918b36afd71c,2025-12-05,Gasolineras,Plenoil,14.32,NB,2004-01-02,Ciudad
9348d048d4b948b,2025-03-27,Salud,Dentista,6.14,NB,1958-11-29,Sevilla
268983b1a36a643,2025-02-27,Alimentación,Lidl,82.58,M,1964-11-29,Barcelona
11244b04bd58229,2025-04-26,Hogar,Amazon,37.63,NB,1974-05-11,Burgos
d5642b10d429921,2025-07-16,Gasolineras,Ballenoil,16.35,F,1982-01-21,Ceuta
b5acac5a29f755d,2025-02-01,Ocio,PlayStation,69.73,NB,1991-09-23,Segovia
ab055c2f80423af,2025-05-12,Moda,Primark,84.91,M,1994-02-26,Guipúzcoa
39dea21108ac672,2025-10-23,Salud,farmacia,54.2,NB,1981-06-26,Melilla
0732a5907e49a48,2025-12-05,,McDonalds,75.8,F,1997-03-30,Teruel
610ac0507172d7a,2025-03-11,Gasolineras,CEPSA,74.72,F,2003-05-29,Girona
709cfff69d9fdb2,2025-04-16,Alimentación,Supermercado Local,165.49,F,1994-04-20,Barcelona
199c8bdf5df9643,2025-10-05,Restauración,Kebab,12.93,NB,1970-02-17,Lugo
7d269f6cf2fcc8c,2025-04-30,Salud,Adeslas,20.8,F,1956-10-31,Valladolid
71f799b44d02835,2025-03-08,Moda,H&M,69.2,M,1989-03-16,Lleida
8199114cd83074c,06/04/2025,Gasolineras,Galp,80.7,M,1986-10-25,Cáceres
85836f3e24b8dd5,2025-09-04,Alimentación,dia,80.27,F,1991-11-08,Palencia
54bea71cf0e8483,2025-06-12,,Vips,83.72,F,1959-01-07,Madrid
3d5cafe44891af2,2024-12-14,Gasolineras,Galp,26.95,NB,1996-12-27,Badajoz
825cd178fe1ef76,2025-01-27,Ocio,Museo,,M,2006-05-11,Asturias
540cbabf4469e09,2025-08-13,Restauración,Burger King,15.8,F,1967-03-01,Córdoba
e8b0931322cba53,2025-08-15,Transporte,Uber,61.96,M,1990-09-12,La Rioja
585c9914ae19b80,2025-02-08,Moda,Zara,63.64,NB,1980-12-21,Tarragona
c76f38178e9517f,2025-11-17,Transporte,Renfe,424.7,F,1956-01-17,Burgos
3400661fdc9de06,2025-09-30,,Primark,52.66,F,1974-01-11,Toledo
1a6ebc7e1a74dd3,2025-03-23,Salud,Adeslas,68.01,M,1992-10-10,Salamanca
d478095ae535895,2025-05-22,,Dia,125.98,F,1982-05-13,Lleida
2fb2d23c3f6c920,2025-11-24,Restauración,Burger King S.L.,60.28,M,1986-03-25,Navarra
63da8a31947cd78,2025-10-27,Salud,Dentista,16.84,NB,1982-10-21,Toledo
caa4b29ed97da4c,2025-04-02,Transporte,EMT,25.18,NB,1949-12-17,Cuenca
d2407c64c249ec6,2025-05-08,Ocio,Netflix,14.89,F,1967-01-24,Burgos
49eb8974f6f1f98,2025-06-13,Gasolineras,BP,56.26,F,1956-09-15,Pontevedra
6b9eed5f86064fe,2025-05-13,Restauración,100 montaditos,74.64,F,1973-12-02,Álava
2905218fad051d0,2024-12-31,Restauración,telepizza,56.84,M,1968-08-21,Cádiz
23a8bf92eed5f74,2025-03-01,Moda,Modas Paqui,10.84,NB,1955-08-29,Huesca
e445df6e88c6034,2025-01-24,Salud,Adeslas,87.28,F,1986-12-27,Álava
ccd755e0aaf4fc5,2025-08-29,Alimentación,Hipercor,40.22,F,1994-04-15,Soria
1904db3e03107cb,2025-05-25,Gasolineras,Cepsa,45.27,NB,1959-04-11,Málaga
59dac4c4c0c6ba4,2025-12-12,Gasolineras,Galp,76.67,M,1975-05-13,Málaga
50edd2a92a34dbc,2025-01-19,Restauración,Starbucks,80.89,F,1972-10-21,Lleida
6a7e19605907524,2025-01-26,Hogar,Leroy Merlin,74.55,M,1958-11-26,Madrid
9c9e198e5c38473,2025-11-28,Moda,Stradivarius,60.93,NB,1991-10-01,Guadalajara
c53384f779ca036,2025-10-30,Restauración,100 Montaditos,16.61,NB,1993-08-11,Segovia
f8f8c6e1dad53fa,2025-02-15,Transporte,renfe,676.34,F,1997-07-26,Guadalajara
9a68ca3c075f1b2,2025-09-08,Transporte,EMT,27.79,NB,2004-01-30,Alicante
c62fde874dbf5fd,2025-01-05,Gasolineras,BALLENOIL,48.8,NB,1959-04-26,Málaga
6e131b40711ee10,2025-07-10,Transporte,Cabify,16.28,M,2002-06-11,Guadalajara
4bc11334fbbea2f,2025-12-11,Gasolineras,Galp,27.53,M,1990-10-22,Málaga
19ac3b79b13f0cd,2025-09-20,,Primark,34.48,M,1953-02-19,Álava
1a9510cfb9cf4e4,27/04/2025,Hogar,IKEA,480.94,NB,1951-06-21,La Coruña
4037b5014869266,04/09/2025,Gasolineras,BP,37.25,M,1950-04-25,Girona
7bbc8036bfe81f1,2025-09-30,Restauración,Rodilla,52.62,F,1972-04-24,Granada
141f2b103259e6f,2025-01-03,Transporte,Uber,26.17,NB,1954-04-14,Melilla
b9e2932e9d74886,2025-09-17,Hogar, Amazon ,35.94,F,1989-09-01,Palencia
25ad55399caf11e,2025-05-05,Restauración,Burger King,48.72,M,1987-10-15,Guipúzcoa
d7f61d5bdb9b4b5,2025-08-09,Moda,Modas Paqui,56.72,F,1977-02-01,Zaragoza
0b1020504a36504,2025-06-09,,Frutería de Barrio,132.01,M,1983-05-09,Álava
4eb31b2c4f81b8c,2025-08-29,Alimentación,Lidl,177.6,NB,2006-03-09,Teruel
651740337dcbfe6,2025-10-14,Transporte,Renfe,508.01,F,1954-09-14,La Coruña
a7dc81201786890,2025-06-11,Alimentación,FruteríadeBarrio,58.48,F,1958-02-25,Jaén
c2916e2d85b176d,2025-04-23,Gasolineras,Shell,30.61,M,1998-06-22,Huelva
926f5675d457097,2025-07-17,Restauración,Rodilla,11.73,M,2001-07-24,Cádiz
8f7feadb435dce8,2025-03-18,Gasolineras,Cepsa,55.19,M,1972-04-12,Toledo
4ebcc6e0c9c8006,2025-11-20,,Vips,44.76,M,1976-07-04,Cáceres
7eb424c1e57951e,2025-05-13,Alimentación,Dia,125.32,NB,1979-08-18,Melilla
af1d1fed031d06e,2025-05-20,Alimentación,Frutería de Barrio,30.01,M,1983-02-03,Málaga
da62bdb5b08f20b,2025-09-29,Alimentación,Eroski,16.26,F,2000-02-28,Navarra
954a9ffc9017caf,07/03/2025,Ocio,Steam,12.74,F,1960-11-06,Ceuta
a4c104bd1d0484d,2025-06-23,Gasolineras,Repsol,21.05,F,1978-09-02,Albacete
600169a8cc2d980,2025-04-05,,PCCOMPONENTES,21.79,NB,1982-02-27,Vizcaya
b4632183473eb93,2025-05-31,Ocio,Cinesa,52.39,F,1998-12-03,Salamanca
abd6070e6d417dc,2025-04-05,Gasolineras,Ballenoil,75.42,NB,1988-12-14,Asturias
ffa03946ce1b239,2025-11-13,Salud, MiFarma ,5.51,M,1986-06-28,Palencia
e8feb76c261b1be,2025-06-13,Salud,Farmacia,62.85,NB,1970-10-29,Málaga
a260d56e76ad916,2025-08-03,Restauración,Burger King,88.88,F,1955-03-22,Navarra
8d5fe99a246d0a9,2025-04-28,Ocio,Netflix,71.5,F,1982-07-03,Valencia
fa3ccf8d8868732,2025-05-24,Transporte,Ryanair,63.29,F,1971-04-09,Ceuta
1920c038b32ad1c,2025-03-30,Alimentación,Carrefour,173.02,F,1992-03-31,Sevilla
a1f519a3bf5627a,2025-02-04,Restauración,starbucks,49.32,F,1960-02-11,Guipúzcoa
098771270d70040,2025-01-19,Transporte, Cabify ,58.55,M,1950-04-05,La Coruña
1b6e00cfa891932,2025-05-01,,Modas Paqui,9.53,NB,1994-01-13,Zamora
bf657bc5ff9b078,18/06/2025,Transporte,Alsa,43.1,F,1955-09-18,Murcia
9c236c02e4d28d9,2025-06-05,Restauración,Telepizza,47.68,M,1997-01-28,Asturias
ebc5d8c5d1b01a2,2025-11-23,Gasolineras,plenoil,86.26,NB,1959-02-03,Cádiz
38b92bbc2d81581,2025-09-01,Moda,Pull&Bear,13.75,M,1995-01-17,Soria
4a742e886939a86,2025-06-20,Salud,Sanitas,43.8,M,1958-08-21,Alicante
158df2f18a0ce15,2025-11-04,Restauración,Telepizza,31.97,M,2003-10-17,Cáceres
cf733e94bb69ac2,2025-10-04,Alimentación,Frutería de Barrio,89.07,NB,1977-12-10,Lugo
c402e3e6b7f5773,2025-07-07,Gasolineras,BALLENOIL,39.09,F,1963-10-27,Barcelona
017fa35cd9b3d90,2025-07-13,Gasolineras,Gasolinera LowCost,25.78,NB,1989-02-11,Badajoz
56f3ae69257cd36,02/04/2025,Hogar,IKEA,547.12,M,1983-07-22,Cantabria
e692d0f0b56a936,2025-01-31,Transporte,Bicimad,16.43,NB,2006-07-30,Salamanca
847e6a59e33cbe2,2025-10-15,Alimentación,Frutería de Barrio,91.34,F,1969-07-02,Ciudad
d4e3bc3c5f8ff0a,2025-10-15,Moda,MANGO,22.74,M,1993-11-21,Cádiz
95f8b0359927d98,2025-09-01,Moda,Mango,79.91,NB,1992-04-09,Ceuta
82a4a3dc3921085,2025-06-29,Salud,dentista,15.91,M,1997-03-15,Girona
3a8ad48ac87d254,2025-11-16,Moda,Pull&Bear,73.86,M,1969-12-06,La Coruña
0732a5907e49a48,2025-02-24,EMT, Transporte ,13.24,F,1997-03-30,Teruel
a4880cd73a6e92f,2025-03-15,,Dia,150.93,NB,1952-11-23,La Coruña
87079507cf3a657,2025-10-27,Transporte,Bicimad S.L.,69.81,F,1997-08-18,Ciudad
8547a173c55f702,2025-03-17,Transporte,Taxi,58.8,F,1984-10-09,Barcelona
52893979a637d4f,2025-09-06,Restauración,Kebab,28.04,M,1975-11-08,Guipúzcoa
e166428d5b66047,2025-03-04,Moda,Modas Paqui,23.83,M,1970-12-17,Ávila
9f72715d62eb7bb,2025-04-27,Adeslas,Salud,25.15,NB,1986-06-29,La Rioja
05b9551cf83108a,2025-09-27,Moda,Zara,19.58,M,1958-11-22,Murcia
274514d75443f8f,2025-04-03,Ocio,Netflix,39.97,NB,1975-03-14,Cádiz
43f6ca8ead60b03,2025-07-08,Salud,Farmacia,85.87,M,1954-05-25,Burgos
5e06d269691fd16,2025-10-11,Transporte,Ryanair,47.44,F,1974-03-12,Sevilla
1b19b06d3f5cb22,2025-11-25,,Taxi,16.22,M,1961-11-17,Córdoba
a4880cd73a6e92f,2025-09-22,Hogar,PcComponentes,68.55,NB,1952-11-23,La Coruña
24032f23f0a3fd7,2025-08-22,Transporte, EMT ,21.8,M,2006-12-04,Valencia
23ab768eee21552,2025-11-22,Restauración,Starbucks,41.1,F,2005-09-12,Zaragoza
0f3968516cdd4b3,2025-06-23,Hogar,PcComponentes,71.22,M,1973-05-26,Ourense
8d6475eef266cd2,2025-07-10,Transporte,Iberia,76.22,M,1978-08-05,Sevilla
5299d8f3d980c9c,2025-07-17,Alimentación,Hipercor,64.25,M,1975-12-21,Ceuta
a152d53e54bc757,2025-01-07,Restauración,Vips,49.89,F,2001-04-20,Asturias
f88994419c28d1c,2025-03-14,,Cepsa,50.87,M,1998-09-11,Ourense
0be74bdafdcb00c,2024-12-31,Transporte,Uber,7.31,M,1976-11-11,Cádiz
3002401798fe5ad,2025-03-08,Gasolineras, Repsol ,81.58,M,1971-11-19,Ceuta
7d4a2c48a1834eb,2025-08-07,Restauración,Vips,67.85,F,1952-06-20,Murcia
522cae7058e40eb,2025-08-10,Alimentación,Supermercado Local,132.17,NB,1959-07-16,Soria
47d96785c355d8b,2025-10-31,Moda,Modas Paqui,10.5,F,2000-10-26,Las Palmas
9eeff6e46a0f351,2025-04-21,Alimentación,frutería de barrio,61.39,F,1975-03-29,Ávila
b58d3216663ea60,2025-04-26,,STARBUCKS,85.64,M,1957-06-18,Cáceres
16462539dbf0fe2,2025-08-18,Transporte,Renfe,638.98,M,2002-06-22,Lugo
1d04a40af7bc29c,2025-04-30,Alimentación,Supermercado Local,159.87,F,1970-08-12,Córdoba
0d1a758aebe4162,2025-02-05,Salud,DENTISTA,37.95,NB,1988-11-06,Ciudad
b53441c3e41b676,2025-11-24,Ocio,Steam,72.96,M,1999-11-22,Sevilla
b83cc86c177ab99,2025-04-06,Salud,Sanitas,23.05,F,1960-01-07,Ávila
661044aa1a7229a,2025-03-13,Moda,Primark,20.21,M,1968-08-14,Baleares
a995cb2a86c1143,2025-10-04,Ocio,Cinesa,52.28,F,2001-04-15,Cáceres
18f13b8b5155de0,2025-03-11,Ocio,Spotify,78.68,F,1958-05-10,Madrid
9e0d1599484eed0,2024-12-19,Gasolineras,Galp,49.7,F,2000-03-25,Toledo
d67383100e311ef,2025-11-02,Hogar,PcComponentes,44.6,M,1953-07-04,Málaga
433c270ecc3aec8,2025-03-02,Alimentación,Aldi,119.32,F,2006-10-19,Ávila
f4047c176f82cfc,2025-04-15,Ocio,Cinesa,49.08,F,1961-08-02,Guadalajara
99345d0dc47e249,2025-04-21,Salud,Sanitas,74.98,NB,1975-12-12,Lleida
37116198e6bfc63,2025-05-04,Alimentación, Mercadona ,89.93,F,1997-11-03,Granada
652792bc8ed3305,2025-01-23,Alimentación,Carrefour,28.16,M,1966-04-12,Alicante
1c8adbf85dbf4a3,2025-08-27,Alimentación,Frutería de Barrio,153.23,M,1979-04-03,Cáceres
476f45cb3acb666,2025-09-23,Bicimad,Transporte,66.26,NB,1995-07-31,Álava
d27796d63857678,2025-01-07,,Gasolinera LowCost,81.64,M,1971-05-27,Jaén
bc5edcf0ffeac9a,2025-02-10,Restauración,Burger King,35.04,M,1973-07-31,Lleida
8e736a7ff6a606a,2025-03-16,MediaMarkt,Hogar,40.33,M,1977-03-30,Santa Cruz de Tenerife
e88cb3908b15e26,2025-05-03,Gasolineras,Shell,59.8,F,1963-02-14,Ciudad
fa920b206ec6524,2025-03-27,Ocio,Museo,23.47,M,1971-07-04,Toledo
b466bda42a95658,2025-11-21,Alimentación,Frutería de Barrio,26.24,NB,1987-01-24,Guadalajara
a6b83df5edee5df,2025-10-18,,Frutería de Barrio,98.28,NB,1959-03-22,Pontevedra
6e574036a33256f,2025-10-23,Salud,Dentista,37.14,NB,1968-09-28,La Rioja
86d01da40daf353,2025-03-30,Restauración,Starbucks S.L.,17.95,F,1966-06-28,Girona
c7ba6ecd46ff912,2025-03-25,Alimentación,Carrefour,121.08,F,1969-04-29,Segovia
925a9d1bbc37983,2025-02-09,Moda,Stradivarius,58.06,NB,1971-02-26,Cádiz
016182250700b87,2025-06-29,Ocio,Yelmo Cines,22.06,NB,1988-11-26,Segovia
01bd65ca4fc6ad2,2025-01-14,Restauración, Burger King ,46.4,NB,1995-04-13,Salamanca
8236f553b09e93a,2025-01-21,Pull&Bear,Moda,,F,1973-06-16,Navarra
db0bb8035ce542b,2025-04-18,Hogar,ikea,243.93,M,2007-11-05,Lugo
819f47fad51dddc,2025-04-27,Gasolineras,Gasolinera LowCost,74.72,F,1970-07-30,Burgos
ad5efae55bc52f5,2025-05-21,Alimentación,Lidl,92.35,M,1955-04-06,Cádiz
c5759b7787f08ff,22/11/2025,Gasolinera LowCost,Gasolineras,16.83,F,1992-02-21,La Coruña
0146d21a22982f9,2025-09-14,Moda, Mango ,59.99,NB,1968-10-25,Jaén
5854b032d4409ff,2025-01-31,Gasolineras,BP,10.28,F,1950-05-15,Pontevedra
59e7030cc756b8f,2025-05-31,Salud,Adeslas,82.16,F,1977-02-09,Ourense
32a21dd3f17eac8,2025-05-03,Transporte,RYANAIR,41.17,F,2000-07-15,Teruel
b6eb5160fa650a5,2025-07-02,Moda,Stradivarius,16.09,NB,1990-10-01,Baleares
0285d4cda0ee0a5,2025-11-02,Alimentación,Supermercado Local,70.05,F,1958-03-25,Salamanca
62a762e7c13d379,2025-09-08,Restauración,Bar Manolo,,F,1989-12-11,La Coruña
c9c17188ee4d2f5,2025-09-02,Vips,RESTAURACIÓN,65.79,F,1970-05-30,Zaragoza
22ea7cbd3964549,2025-10-30,Gasolineras,Shell,61.63,F,1984-08-02,Burgos
84827ff88e8d37d,2025-04-05,Restauración,McDonalds,10.95,F,1967-01-23,Almería
c08e5c0ebcc4490,2025-04-10,Restauración,Kebab,76.68,M,1955-05-19,Alicante
715956b3b528c3b,2025-05-22,Hogar,Leroy Merlin S.L.,74.01,M,1981-01-19,Guadalajara
d649be7ea02d32f,2025-03-03,Bar Manolo,Restauración,5.03,F,1966-01-18,Valladolid
4a147166212b894,2025-12-05,Gasolineras,repsol,12.13,M,1970-11-15,Santa Cruz de Tenerife
5252d8aeaef8a1e,2025-06-30,Gasolineras,BP,43.53,M,1960-12-26,Burgos
45c7ccf72731cbc,2025-06-30,Transporte,Renfe,385.93,NB,1973-09-06,Ceuta
dc64fa1624bf14a,2025-10-05,Restauración,Vips,73.93,F,1982-06-06,Guadalajara
380e9d682f60fe4,2025-11-13,Alimentación,Eroski,58.39,NB,1997-10-13,Valladolid
716d4c9b99f43ea,2025-07-29,Hogar,Leroy Merlin,46.03,M,2003-12-30,Valladolid
110210709c0d467,2025-01-03,Restauración,starbucks,79.74,M,1985-11-24,Melilla
534eaf153077c58,2025-11-29,Salud,Adeslas,57.98,F,1995-07-03,Vizcaya
7ce2519a4786cca,2025-08-30,Restauración,Kebab,38.9,M,1961-12-25,Guipúzcoa
5d688d4ebd5dac9,2025-10-23,,MediaMarkt,24.67,F,2000-04-14,Badajoz
968e2043b75e233,2025-06-18,Restauración,100 Montaditos,61.88,M,1984-11-04,Madrid
57f55fe1ea6e2b5,2025-04-22,Alimentación,Aldi,134.98,M,1998-08-24,Valencia
61e2f6d3e16c8e3,2025-12-06,Moda,Zara,31.47,M,1989-10-11,Ávila
